0	15	5	1	0.6	0.4	1	2021-04-15 14:12:08.236117	2021-04-15 15:48:09.059494	1:36:00.823377	0.752857064798947	0.9672018447464323	0.6162810054935908	0.904689216763773	0.5805892547660312	
0	18	5	1	0.4	0.5	1	2021-04-15 14:12:08.871648	2021-04-15 15:48:09.325696	1:36:00.454048	0.7962805430260674	0.932032623152716	0.6950459591739286	0.9132056724812809	0.6095617529880478	
0	9	5	1	0.5	0.4	1	2021-04-15 14:12:07.130567	2021-04-15 16:05:07.823305	1:53:00.692738	0.856252821868108	0.8872067978036187	0.82738595018192	0.891571747905823	0.5954198473282444	
0	17	5	1	0.6	0.6	1	2021-04-15 14:12:08.608392	2021-04-15 16:08:51.131873	1:56:42.523481	0.7962805430260674	0.932032623152716	0.6950459591739286	0.9132056724812809	0.6095617529880478	
0	1	5	1	0.4	0.5	1	2021-04-15 14:12:05.630485	2021-04-15 16:19:06.123618	2:07:00.493133	0.8816481974099925	0.8506714557551553	0.9149661973578118	0.9162094508016952	0.6405063291139241	
0	2	5	1	0.4	0.6	1	2021-04-15 14:12:05.807917	2021-04-15 16:17:47.690665	2:05:41.882748	0.856252821868108	0.8872067978036187	0.82738595018192	0.891571747905823	0.5954198473282444	
0	10	5	1	0.5	0.5	1	2021-04-15 14:12:07.307016	2021-04-15 16:21:39.465649	2:09:32.158633	0.8750066491386026	0.8503095613631279	0.9011812973049445	0.8814461394944845	0.586337760910816	
0	5	5	1	0.4	0.6	1	2021-04-15 14:12:06.344763	2021-04-15 16:25:10.967928	2:13:04.623165	0.8816481974099925	0.8506714557551553	0.9149661973578118	0.9162094508016952	0.6405063291139241	
0	7	5	1	0.5	0.5	1	2021-04-15 14:12:06.765818	2021-04-15 16:34:54.150652	2:22:47.384834	0.856252821868108	0.8872067978036187	0.82738595018192	0.891571747905823	0.5954198473282444	
0	4	5	1	0.4	0.5	1	2021-04-15 14:12:06.160577	2021-04-15 16:35:42.395336	2:23:36.234759	0.8816481974099925	0.8506714557551553	0.9149661973578118	0.9162094508016952	0.6405063291139241	
